id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
32830,0.001052,udp,dns,CON,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0,0,0.01,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,1,2,1,1,0,0,0,2,3,0,Normal,0
76434,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,4,4,0,DoS,1
85031,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,2,2,6,0,0,0,3,4,0,DoS,1
57269,2e-06,udp,-,INT,2,0,242,0,500000.0013,254,0,484000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,121,0,0,0,5,2,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
113518,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,Exploits,1
107240,1.1e-05,udp,-,INT,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,7,2,1,1,1,2,0,0,0,1,3,0,Normal,0
155571,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,12,12,12,30,0,0,0,12,30,0,Generic,1
166502,0.323549,tcp,http,FIN,12,10,1276,2068,64.905161,62,252,28929.1582,46039.39453,3,3,29.413545,34.795332,1541.326489,55.250469,255,4291773780,141252488,255,0.052494,0.006759,0.045735,106,207,1,379,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
63850,8.518145,tcp,-,FIN,10,8,564,354,1.99574,254,252,477.099213,291.143219,2,1,946.460556,1202.680125,65059.17266,2082.77475,255,564358506,1482483473,255,0.163155,0.081076,0.082079,56,44,0,0,2,1,2,1,1,13,0,0,0,2,1,0,Reconnaissance,1
104602,2.4e-05,argus,-,INT,2,0,180,0,41666.66519,254,0,29999998.0,0.0,0,0,0.024,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,7,2,7,7,7,7,0,0,0,7,7,0,Exploits,1
52908,1.566426,tcp,http,FIN,60,16,68187,698,47.879694,254,252,342440.6875,3345.19458,27,1,24.983577,96.947266,2652.151608,115.364656,255,1461113003,3276988746,255,0.250064,0.112212,0.137852,1136,44,1,0,3,1,1,1,1,3,0,0,1,1,3,0,Fuzzers,1
54370,8e-06,vines,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits,1
112201,2.121216,tcp,ftp,FIN,12,12,664,682,10.842837,254,252,2296.795654,2360.909912,3,4,192.835912,188.47,14544.48365,424.746594,255,785133852,4244914623,255,0.143365,0.048043,0.095322,55,57,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Fuzzers,1
158264,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,17,16,16,18,0,0,0,17,18,0,Generic,1
39438,0.001064,udp,dns,CON,2,2,146,178,2819.548997,31,29,548872.1875,669172.9375,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,1,1,3,0,0,0,2,6,0,Normal,0
149769,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,16,16,16,31,0,0,0,16,31,0,Generic,1
25076,0.223265,tcp,ftp-data,FIN,8,12,424,8824,85.100662,31,29,13293.61914,289843.9063,1,4,31.847571,20.252819,2166.926041,1725.07584,255,439495634,973490792,255,0.000613,0.000481,0.000132,53,735,0,0,6,0,7,1,1,5,0,0,0,9,6,0,Normal,0
54362,7.224219,ospf,-,REQ,22,0,2376,0,2.906889,254,0,2511.551758,0.0,0,0,370.975969,0.0,394.102156,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,6,1,1,1,1,0,0,0,2,1,0,Backdoor,1
53400,0.800695,tcp,http,FIN,22,8,18890,354,36.218535,254,252,180163.4844,3097.309326,8,1,37.432381,105.74557,3755.763496,214.893563,255,3744025920,3398495122,255,0.126292,0.060469,0.065823,859,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
81093,1.499974,tcp,-,FIN,10,8,564,354,11.33353,254,252,2709.380371,1653.361938,2,1,159.998889,196.997719,9457.561316,408.899063,255,3993001611,3965195259,255,0.246244,0.120982,0.125262,56,44,0,0,4,1,1,1,1,1,0,0,0,1,3,0,Shellcode,1
143663,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,2,20,20,9,20,0,0,0,20,20,0,Generic,1
146646,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Exploits,1
128965,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,4,6,0,Exploits,1
162002,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,19,17,17,33,0,0,0,17,33,0,Generic,1
12121,0.008962,tcp,ssh,FIN,32,24,3728,5474,6137.023131,31,29,3224280.25,4682883.5,7,7,0.298733,0.349348,18.913965,0.474562,255,443765618,2589421094,255,0.000946,0.000524,0.000422,117,228,0,0,1,0,1,1,1,1,0,0,0,1,3,0,Normal,0
6261,0.00102,udp,dns,CON,2,2,146,178,2941.176566,31,29,572549.0625,698039.25,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,1,1,1,1,0,0,0,2,1,0,Normal,0
145778,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,2,20,20,11,20,0,0,0,21,20,0,Generic,1
94285,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,2,2,6,0,0,0,3,3,0,DoS,1
157806,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,33,0,0,0,17,33,0,Generic,1
132574,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,42,2,12,12,6,42,0,0,0,12,42,0,Generic,1
152093,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,16,16,16,32,0,0,0,16,32,0,Generic,1
75197,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Backdoor,1
123244,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,16,16,16,34,0,0,0,16,34,0,Generic,1
29942,1.074897,tcp,http,FIN,14,18,1684,10168,28.839971,31,29,11640.18457,71478.47656,3,5,82.656154,63.200235,8785.828187,7692.796987,255,1677434775,1678422070,255,0.000618,0.000488,0.00013,120,565,1,3924,2,0,3,1,1,2,0,0,1,2,3,0,Normal,0
96659,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,9,0,0,0,3,7,0,Reconnaissance,1
46989,1.512926,tcp,-,CON,6,2,978,86,4.626796,62,252,4309.530273,227.373978,2,1,302.5852,0.002,15511.81083,0.0,255,1746509106,1278868026,255,0.584549,0.496311,0.088238,163,43,0,0,3,3,1,1,1,2,0,0,0,1,3,0,Normal,0
47884,0.788981,tcp,-,FIN,10,8,534,354,21.546779,254,252,4877.176758,3143.294922,2,1,78.487889,101.912711,4837.026782,159.226156,255,1330415442,4086268036,255,0.15655,0.075587,0.080963,53,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
160279,0.48709,tcp,-,FIN,10,6,590,268,30.795131,254,252,8721.180664,3678.991699,2,1,52.109444,86.461,2745.925028,148.688687,255,3668175310,3974793056,255,0.1309,0.054778,0.076122,59,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
130839,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0,Generic,1
121728,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,8,8,8,24,0,0,0,8,24,0,Generic,1
58625,0.309699,tcp,http,FIN,10,6,908,268,48.434125,254,252,21130.19336,5786.263672,2,1,34.411,53.152602,1667.10744,74.424586,255,2381723849,984340585,255,0.092428,0.043229,0.049199,91,45,1,0,2,1,2,1,1,2,0,0,1,1,2,0,Exploits,1
32722,0.007127,udp,-,CON,4,4,568,312,982.180438,31,29,478181.5625,262663.125,0,0,1.207,1.877667,1.698472,2.649059,0,0,0,0,0.0,0.0,0.0,142,78,0,0,7,0,4,1,1,3,0,0,0,3,9,0,Normal,0
48230,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,5,5,5,9,0,0,0,15,9,0,Backdoor,1
40173,1.375545,tcp,http,FIN,14,18,1684,10168,22.536521,31,29,9096.03125,55855.67969,3,5,105.784541,80.883706,9087.900184,7969.229349,255,3204337039,1126519333,255,0.000774,0.000518,0.000256,120,565,1,3924,3,0,3,1,1,2,0,0,1,4,1,0,Normal,0
87303,9e-06,pipe,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,5,4,4,17,0,0,0,6,14,0,Backdoor,1
46065,7.838236,tcp,-,REQ,4,0,180,0,0.382739,254,0,137.786102,0.0,3,0,2612.74525,0.0,3694.97275,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,15,6,12,2,2,15,0,0,0,11,15,0,Normal,0
83056,8e-06,udp,-,INT,2,0,1064,0,125000.0003,254,0,532000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,5,2,2,2,1,5,0,0,0,3,5,0,Fuzzers,1
8824,0.009604,tcp,-,FIN,38,40,2438,18508,8017.493083,31,29,1977509.5,15032071.0,7,13,0.250865,0.252333,16.462218,16.52964,255,2574883644,2596176576,255,0.000645,0.000517,0.000128,64,463,0,0,6,0,3,1,1,1,0,0,0,4,5,0,Normal,0
130241,0.870305,tcp,-,FIN,12,10,1060,844,24.129472,254,252,8934.798828,6986.056641,3,2,79.099364,90.703891,4882.410609,136.280125,255,1505620203,1113327395,255,0.137014,0.053962,0.083052,88,84,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
141279,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,16,16,16,30,0,0,0,16,30,0,Generic,1
116533,1.575541,tcp,pop3,FIN,32,108,1462,122618,88.223663,62,252,7194.98877,616844.625,7,52,50.823904,13.346084,2603.593578,1320.351044,255,558143569,1530911750,255,0.189435,0.11668,0.072755,46,1135,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
19681,0.06699,tcp,-,FIN,84,86,4862,75600,2522.764479,31,29,573816.9375,8923242.0,7,36,0.812463,0.771012,46.683764,46.132341,255,710308094,2861776979,255,0.001605,0.001449,0.000156,58,879,0,0,3,0,3,1,1,1,0,0,0,7,4,0,Normal,0
7249,0.019971,tcp,ssh,FIN,106,114,9400,12298,10965.90054,31,29,3730208.75,4883481.0,26,31,0.190942,0.179639,12.034238,11.592745,255,1095629290,3245506683,255,0.000687,0.000561,0.000126,89,108,0,0,1,0,1,1,1,1,0,0,0,3,3,0,Normal,0
48472,0.54139,tcp,-,FIN,12,8,2018,742,35.094848,254,252,27337.03906,9604.90625,3,2,47.212363,70.324859,2381.917002,87.216938,255,1620786583,3836672007,255,0.073794,0.049107,0.024687,168,93,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
7130,0.641422,tcp,ftp-data,FIN,14,6,8928,320,29.621686,31,29,103407.7422,3330.101074,4,1,49.340154,128.128602,4378.846054,183.725609,255,362724150,3564687422,255,0.000631,0.000509,0.000122,638,53,0,0,6,0,4,1,1,4,0,0,0,3,3,0,Normal,0
106476,3.911763,tcp,http,FIN,12,12,1252,2144,5.879702,62,252,2347.790527,4020.693604,3,3,355.519551,348.757375,23382.07711,682.11225,255,2096874480,3853068414,255,0.155203,0.075431,0.079772,104,179,1,233472,1,1,1,1,1,1,0,0,4,1,1,0,Exploits,1
79227,0.340357,tcp,http,FIN,10,6,802,268,44.071371,254,252,16970.41602,5265.060059,2,1,33.270667,56.872602,1755.090875,72.693609,255,2775358497,3194666549,255,0.096535,0.055985,0.04055,80,45,1,0,1,1,2,1,1,2,0,0,1,26,1,0,Exploits,1
78944,0.490976,tcp,http,FIN,10,8,768,1224,34.62491,62,252,11275.5,17450.95508,2,2,54.552889,61.278145,3251.985346,119.685633,255,1549135505,1339101376,255,0.122668,0.061476,0.061192,77,153,1,202,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
12907,0.038921,tcp,-,FIN,90,92,5174,83812,4650.445945,31,29,1051771.625,17039850.0,7,39,0.433719,0.421736,22.719281,22.37018,255,2282583671,137480511,255,0.000667,0.000534,0.000133,57,911,0,0,6,0,2,1,1,1,0,0,0,7,4,0,Normal,0
138114,0.510847,tcp,http,FIN,10,6,846,268,29.363001,254,252,11933.12305,3507.899902,2,1,52.967,88.125203,2576.532521,117.76425,255,2999625508,740815122,255,0.142323,0.070212,0.072111,85,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
169371,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,33,33,17,35,0,0,0,33,35,0,Generic,1
81108,0.368107,tcp,ftp-data,FIN,8,10,364,3754,46.182225,62,252,6932.76709,73435.17188,1,3,52.586714,39.405667,3633.989692,3154.756387,255,1206670970,4103714674,255,0.059007,0.009509,0.049498,46,375,0,0,1,1,2,1,1,2,0,0,0,18,1,0,Exploits,1
8016,0.001092,udp,dns,CON,2,2,146,178,2747.252623,31,29,534798.5,652014.625,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,2,1,1,1,0,0,0,1,2,0,Normal,0
49409,1.089362,pim,-,INT,8,0,480,0,6.425779,254,0,3084.374023,0.0,0,0,155.623141,0.0,372.314781,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
37105,0.135048,tcp,-,FIN,60,62,3598,48710,895.977713,31,29,209643.9688,2838990.5,7,24,2.281441,2.204721,118.911658,116.48973,255,3117296567,3117550764,255,0.000693,0.000554,0.000139,60,786,0,0,9,0,4,1,1,3,0,0,0,3,6,0,Normal,0
41584,0.580525,tcp,-,FIN,10,6,588,268,25.838681,254,252,7303.733887,3086.861084,2,1,62.612,101.969602,3419.180881,160.728922,255,3991307555,4001377253,255,0.134175,0.070669,0.063506,59,45,0,0,2,1,3,1,1,2,0,0,0,1,5,0,Normal,0
43569,5e-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,1,1,1,1,0,0,0,2,1,0,Normal,0
29575,0.001019,udp,dns,CON,2,2,146,178,2944.062924,31,29,573110.9375,698724.25,0,0,0.007,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,2,1,1,1,0,0,0,2,2,0,Normal,0
36426,0.001015,udp,dns,CON,2,2,146,178,2955.664893,31,29,575369.4375,701477.8125,0,0,0.009,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,1,1,1,3,0,0,0,1,3,0,Normal,0
97643,3e-06,udp,-,INT,2,0,204,0,333333.3215,254,0,272000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,102,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
41880,0.719699,tcp,-,FIN,16,10,1548,556,34.736743,254,252,16140.08008,5568.994629,5,3,46.958732,69.167219,2431.531767,88.100594,255,1138505942,1844894866,255,0.167454,0.097185,0.070269,97,56,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Normal,0
200,0.004754,udp,-,CON,4,4,568,312,1472.444295,31,29,716870.0,393773.6875,0,0,1.228,1.053,1.728171,1.479267,0,0,0,0,0.0,0.0,0.0,142,78,0,0,4,0,3,1,1,2,0,0,0,4,8,0,Normal,0
47260,0.464827,tcp,-,FIN,10,6,534,268,32.27007,254,252,8278.348633,3855.197754,2,1,51.556889,74.251797,2484.006018,95.191758,255,1585230717,3732279613,255,0.142321,0.093565,0.048756,53,45,0,0,5,1,1,1,1,4,0,0,0,2,4,0,Normal,0
162027,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,32,32,15,32,0,0,0,32,32,0,Generic,1
160373,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,17,16,16,26,0,0,0,16,23,0,Generic,1
57668,0.639249,tcp,-,FIN,10,8,564,354,26.593705,254,252,6357.459961,3879.552246,2,1,69.333111,90.207289,5453.51251,137.810812,255,1371600099,2814185335,255,0.054627,0.007789,0.046838,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
173907,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,18,16,16,32,0,0,0,17,32,0,Generic,1
117986,0.410156,tcp,http,FIN,10,8,808,1306,41.447643,62,252,14199.47461,22293.95508,2,2,45.572889,50.799715,2199.753668,83.697516,255,3648126852,498778493,255,0.108721,0.053807,0.054914,81,163,1,250,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
80984,5e-06,dcn,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,9,0,0,0,2,3,0,Reconnaissance,1
147942,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,16,16,16,32,0,0,0,16,32,0,Generic,1
129016,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,28,28,19,28,0,0,0,28,28,0,Generic,1
38128,0.001006,udp,dns,CON,2,2,146,178,2982.107425,31,29,580516.9375,707753.5,0,0,0.005,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,1,1,3,0,0,0,3,4,0,Normal,0
66210,1.65427,tcp,-,FIN,16,12,914,642,16.321398,254,252,4144.42627,2848.38623,5,3,110.256466,143.999,10072.99054,224.405594,255,1670882145,3131996265,255,0.091641,0.070248,0.021393,57,54,0,0,10,1,1,1,1,9,0,0,0,2,9,0,Normal,0
174733,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,17,16,16,33,0,0,0,16,33,0,Generic,1
102773,3e-06,udp,-,INT,2,0,1064,0,333333.3215,254,0,1418666624.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,3,2,1,1,1,2,0,0,0,3,3,0,Fuzzers,1
68023,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Exploits,1
24856,0.001886,udp,-,CON,4,4,520,304,3711.558772,31,29,1654294.75,967126.1875,0,0,0.487667,0.270667,0.68118,0.376422,0,0,0,0,0.0,0.0,0.0,130,76,0,0,10,0,4,1,1,4,0,0,0,3,10,0,Normal,0
75660,0.188785,tcp,-,FIN,10,6,1142,268,79.455465,254,252,43562.78125,9492.279297,2,1,18.651889,36.274602,984.778775,58.601477,255,1297884416,457849021,255,0.054014,0.007404,0.04661,114,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
110997,1.050901,tcp,-,FIN,10,8,564,354,16.176594,254,252,3867.157715,2359.879639,2,1,109.956222,134.989719,6473.576899,207.360734,255,2226417143,932757919,255,0.182294,0.105969,0.076325,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
133036,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,18,17,17,29,0,0,0,18,29,0,Generic,1
44795,0.533589,tcp,http,FIN,10,8,872,1308,31.859727,62,252,11769.3584,17166.76953,2,2,59.287667,68.581859,3130.829632,104.955578,255,1767934962,2681622136,255,0.102807,0.052859,0.049948,87,164,0,0,2,1,1,1,1,2,0,0,0,26,2,0,Normal,0
10318,0.001078,udp,dns,CON,2,2,146,178,2782.931502,31,29,541744.0,660482.4375,0,0,0.034,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,2,2,1,3,0,0,0,3,2,0,Normal,0
25786,0.047772,tcp,-,FIN,48,50,2958,33044,2030.478042,31,29,485137.7188,5423093.0,7,18,1.03163,0.963775,0.0,66.047418,255,3984748931,1858289611,255,0.000671,0.000543,0.000128,62,661,0,0,9,0,1,1,1,1,0,0,0,2,1,0,Normal,0
